id_documento,id_principal,casa,sigla_tipo,numero,ano,data_apresentacao,ementa,cod_tipo_documento,descricao_tipo_documento,ementa_detalhada,keywords,status_proposicao_cod_situacao,status_proposicao_cod_tipo_tramitacao,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_uri_ultimo_relator,status_proposicao_url,uri_documento,uri_autores,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,status_proposicao_ambito,uri_orgao_numerador
2205046,2192260,camara,REQ,1569,2019,2019-05-28 15:45:00,"Solicita urgência urgentíssima para apreciação do Projeto de Lei Complementar nº 127 de 2019, altera a Lei Complementar nº 140, de 8 de dezembro de 2011, para aperfeiçoar as regras sobre as atribuições para o licenciamento ambiental.",392,Requerimento de Urgência (Art. 155 do RICD),NA,NA,1285,1235,2019-06-05 09:00:00,Tramitação do Requerimento Finalizada,Aprovação de Proposição (Plenário),"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",.,6,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205046,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205046/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1755839,Regimental,NA
2214203,2214203,camara,PL,4348,2019,2019-08-08 10:42:00,"Altera a Lei n. 11.952, de 25 de junho de 2009, no seu Art. 40-A.

NOVA EMENTA: Altera o art. 40-A da Lei nº 11.952, de 25 de junho de 2009.",139,Projeto de Lei,NA,"Alteração, lei federal,  regularização fundiária,  período,  criação,  assentamento rural, Assentamento urbano, Instituto Nacional de Colonização e Reforma Agrária (INCRA).",926,1005,2019-12-09 00:00:00,Aguardando Apreciação pelo Senado Federal,Notificações,Autos à Seção de Autógrafos.,"Urgência (Art. 155, RICD)",51,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2214203,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2214203/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1786617,Protocolar,https://dadosabertos.camara.leg.br/api/v2/orgaos/180
2215266,2195635,camara,REQ,2152,2019,2019-08-14 18:26:00,"Requer regime de urgência, nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, para apreciação do Projeto de Lei nº 1.792, de 2019 de autoria do Deputado Dr. Leonardo (SD/MT) que ""Altera o § 2º do art. 2º da Lei nº 13.178, de 22 de outubro de 2015, para ampliar o prazo para ratificação dos registros imobiliários referentes aos imóveis rurais com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelos Estados em faixa de fronteira"".",392,Requerimento de Urgência (Art. 155 do RICD),NA,NA,1285,1235,2019-10-17 09:00:00,Tramitação do Requerimento Finalizada,Aprovação de Proposição (Plenário),Aprovado o Requerimento.,.,8,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2215266,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2215266/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1789848,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/180
2215381,2214203,camara,REQ,2164,2019,2019-08-14 21:06:00,"Requeremos a V.Exa, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para votação do Projeto de Lei n. 4.348, de 2019, que ""altera a Lei n. 11.952, de 25 de junho de 2009, no seu Art. 40-A"".",392,Requerimento de Urgência (Art. 155 do RICD),NA,NA,1285,1235,2019-10-30 17:01:00,Tramitação do Requerimento Finalizada,Aprovação de Proposição (Plenário),Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 325; não:18; abstenção: 1 ; total: 344.,.,8,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2215381,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2215381/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1790064,Regimental,NA
2219094,2219094,camara,PL,4907,2019,2019-09-05 16:24:00,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 - Lei de Crimes Ambientais, e a Lei no 4.947, de 6 de abril de 1966 - Lei que fixa normas de Direito Agrário, para definir sanções penais e administrativas ao funcionário público que não adotar providências cabíveis relativas ao crime contra o meio ambiente, bem como para agravar penas relativas a esses crimes quando cometidos na região da Amazônia Legal.",139,Projeto de Lei,NA,"Alteração, Lei dos Crimes Ambientais, Lei Federal, sanção penal, penalidade administrativa, funcionário público, recusa, adoção, providências, combate, crime ambiental, agravação penal, ocorrência, crime, Amazônia Legal.",924,322,2019-12-16 14:00:00,Pronta para Pauta,Parecer do Relator,"Parecer da Relatora, Dep. Joenia Wapichana (REDE-RR), pela aprovação.","Ordinária (Art. 151, III, RICD)",18,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1846680,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219094,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219094/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1803505,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2219838,2195635,camara,EMR,1,0,2019-08-26 17:01:00,NA,257,Emenda de Relator,NA,NA,NA,100,2019-08-26 17:01:00,NA,Apresentação de Proposição,"Apresentação da Emenda de Relator n. 1 CREDN, pelo Deputado Augusto Coutinho (SOLIDARI-PE).",.,1,CREDN,https://dadosabertos.camara.leg.br/api/v2/orgaos/2018,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219838,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219838/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,Regimental,NA
2219839,2195635,camara,PRL,1,0,2019-08-26 17:00:00,"Parecer do Relator, Dep. Augusto Coutinho (SOLIDARI-PE), pela aprovação, com emenda.",190,Parecer do Relator,NA,NA,NA,319,2019-08-26 17:00:00,NA,Análise Parecer,"Parecer do Relator, Dep. Augusto Coutinho (SOLIDARI-PE), pela aprovação, com emenda.",.,2,CREDN,https://dadosabertos.camara.leg.br/api/v2/orgaos/2018,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219839,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219839/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2018
2220260,2214203,camara,PRL,1,0,2019-09-13 09:03:00,"Parecer da Relatora, Dep. Silvia Cristina (PDT-RO), pela aprovação.",190,Parecer do Relator,NA,NA,NA,1052,2019-09-19 00:00:00,NA,Substituição de Versão,Substituição de versão do inteiro teor da proposição,.,3,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220260,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220260/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1810002,Protocolar,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001
2222398,2192045,camara,PRL,1,0,2019-09-27 15:37:00,"Parecer do Relator, Dep. Bosco Costa (PL-SE), pela aprovação, com substitutivo.",190,Parecer do Relator,NA,NA,NA,319,2019-09-27 15:37:00,NA,Análise Parecer,"Parecer do Relator, Dep. Bosco Costa (PL-SE), pela aprovação, com substitutivo.",.,2,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1813420,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222398,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222398/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1813420,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001
2222400,2192045,camara,SBT,1,0,2019-09-27 15:38:00,NA,255,Substitutivo,NA,NA,NA,100,2019-09-27 15:38:00,NA,Apresentação de Proposição,"Apresentação do Substitutivo n. 1 CAPADR, pelo Deputado Bosco Costa (PL-SE).",.,1,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222400,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222400/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1813420,Regimental,NA
2222447,2191516,camara,REQ,2533,2019,2019-09-30 15:55:00,"Requer o desapensamento do Projeto de Lei nº 570, de 2019.",305,Requerimento de Desapensação,NA,NA,1285,500,2019-10-23 15:26:00,Tramitação do Requerimento Finalizada,Recebimento,Recebimento pelo NAJUR(SGM).,.,13,NAJUR(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100061,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222447,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222447/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1813641,Protocolar,NA
2222967,2214203,camara,PAR,1,0,2019-10-02 10:00:00,"Aprovado por Unanimidade o Parecer.. 
Parecer da Relatora, Dep. Silvia Cristina (PDT-RO), pela aprovação.",187,Parecer de Comissão,NA,NA,NA,100,2019-10-02 10:00:00,NA,Apresentação de Proposição,"Apresentação do Parecer de Comissão, PAR 1 CAPADR, da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",.,1,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1814748,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222967,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222967/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1814748,Regimental,NA
2223609,2190563,camara,PRL,1,0,2019-10-02 18:34:00,"Parecer do Relator, Dep. Camilo Capiberibe (PSB-AP), pela aprovação.",190,Parecer do Relator,NA,NA,NA,319,2019-10-02 18:34:00,NA,Análise Parecer,"Parecer do Relator, Dep. Camilo Capiberibe (PSB-AP), pela aprovação.",.,2,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1815550,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223609,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223609/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1815550,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2224224,2224224,camara,PL,5399,2019,2019-10-08 15:43:00,Dispõe sobre a criação de novas unidades de conservação marinhas até 2030.,139,Projeto de Lei,NA,"Criação, Unidade de Conservação Marinha, Zona econômica exclusiva, plataforma continental, preservação ambiental, oceano.",915,600,2019-11-21 00:00:00,Aguardando Parecer,Encerramento de Prazo,Encerrado o prazo de 5 sessões para apresentação de emendas ao projeto (de 08/11/2019 a 21/11/2019). Não foram apresentadas emendas.,"Ordinária (Art. 151, III, RICD)",18,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/204530,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224224,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224224/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1817766,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2224581,2224581,camara,PL,5442,2019,2019-10-09 16:19:00,Regulamenta os programas de conformidade ambiental e dá outras disposições.,139,Projeto de Lei,"Altera a Lei nº 9.605, de 1998.","Regulamentação, Programa de conformidade ambiental, pessoa jurídica, atividade econômica, atividade lesiva, ao meio ambiente, diretrizes, avaliação, aplicação. 
_Alteração, Lei dos Crimes Ambientais, Circunstância atenuante, crime ambiental, Programa de conformidade ambiental.",915,320,2019-12-03 00:00:00,Aguardando Parecer,Designação de Relator,"Designado Relator, Dep. Hugo Leal (PSD-RJ)","Ordinária (Art. 151, III, RICD)",20,CDEICS,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224581,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224581/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1818737,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2008
2224664,2224664,camara,PL,5467,2019,2019-10-09 17:52:00,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, e a Lei nº 6.001, de 19 de dezembro de 1973, para reverter em benefício dos povos indígenas os valores arrecadados em pagamento de multas por infração ambiental cometida em terras indígenas.",139,Projeto de Lei,NA,"Alteração, Lei dos Crimes Ambientais, Estatuto do Índio, destinação, valor, arrecadação, multa ambiental, Infração administrativa ambiental, terras indígenas, benefício, grupo indígena.",915,600,2019-11-21 00:00:00,Aguardando Parecer,Encerramento de Prazo,Encerrado o prazo de 5 sessões para apresentação de emendas ao projeto (de 08/11/2019 a 21/11/2019). Não foram apresentadas emendas.,"Ordinária (Art. 151, III, RICD)",18,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224664,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224664/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1818946,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2225989,2225989,camara,MPV,901,2019,2019-10-21 11:20:00,"Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União.",291,Medida Provisória,NA,"Alteração, lei federal, União, simplificação, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária.",910,1002,2020-04-15 00:00:00,Aguardando Encaminhamento,Notificação - Pasta genérica,"Recebido o Of n. 143-CN, de 15/04/2020, que comunica o término do prazo integral de vigência da Medida Provisória n. 901, de 2019, em 29/03/2020.","Urgência (Art. 62, CF)",30,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2225989,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2225989/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1823365,Regimental,NA
