id_principal,casa,id_documento,descricao_tipo_documento,tipo_documento_ext,id_autor,data,url_inteiro_teor,id_leggo,peso_autor_documento,casa_autor,nome_eleitoral,autores
2192045,camara,2228169,Substitutivo,Substitutivo,74052,2019-11-05T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829971,NA,1,camara,Dep. Bosco Costa (PL/SE),Dep. Bosco Costa (PL/SE)
2192045,camara,2233874,Parecer do Relator,Parecer do Relator,74052,2019-12-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1845701,NA,1,camara,Dep. Bosco Costa (PL/SE),Dep. Bosco Costa (PL/SE)
2192045,camara,2233875,Substitutivo,Substitutivo,74052,2019-12-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1845701,NA,1,camara,Dep. Bosco Costa (PL/SE),Dep. Bosco Costa (PL/SE)
2192260,camara,2192260,Projeto de Lei Complementar,Projeto de Lei Complementar,204479,2019-02-14T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1711139,NA,1,camara,Dep. Nicoletti (PSL/RR),Dep. Nicoletti (PSL/RR)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,160556,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Padre João (PT/MG),Dep. Padre João (PT/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204508,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Igor Timo (PODE/MG),Dep. Igor Timo (PODE/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204547,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Léo Motta (PSL/MG),Dep. Léo Motta (PSL/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,73586,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Júlio Delgado (PSB/MG),Dep. Júlio Delgado (PSB/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204539,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Hercílio Coelho Diniz (MDB/MG),Dep. Hercílio Coelho Diniz (MDB/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204491,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Gilberto Abramo (PRB/MG),Dep. Gilberto Abramo (PRB/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204518,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Dr. Frederico (PATRIOTA/MG),Dep. Dr. Frederico (PATRIOTA/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,160632,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. Zé Silva (SOLIDARIEDADE/MG),Dep. Zé Silva (SOLIDARIEDADE/MG)
2192260,camara,2201537,Projeto de Lei Complementar,Projeto de Lei Complementar,204515,2019-05-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744733,NA,0.1111111111111111,camara,Dep. André Janones (AVANTE/MG),Dep. André Janones (AVANTE/MG)
2192260,camara,2205046,Requerimento de Urgência (Art. 155 do RICD),Requerimento de Urgência (Art. 155 do RICD),160632,2019-05-28T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1755839,NA,1,camara,Dep. Zé Silva (SOLIDARIEDADE/MG),Dep. Zé Silva (SOLIDARIEDADE/MG)
2192260,camara,2227595,Projeto de Lei Complementar,Projeto de Lei Complementar,178939,2019-10-30T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827883,NA,1,camara,Dep. Clarissa Garotinho (PROS/RJ),Dep. Clarissa Garotinho (PROS/RJ)
2192263,camara,2192263,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204472,2019-02-14T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1711192,1dbe81661ce54b39de6507dabaa33349,1,camara,Dep. José Medeiros (PODE/MT),Dep. José Medeiros (PODE/MT)
2192507,camara,2192507,Projeto de Lei,Projeto de Lei,74075,2019-02-20T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1712682,NA,1,camara,Dep. Elcione Barbalho (MDB/PA),Dep. Elcione Barbalho (MDB/PA)
2193076,camara,2193076,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204503,2019-02-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714854,9511c12aa1c6f2247268a1f9f25c4359,1,camara,Dep. Alexandre Padilha (PT/SP),Dep. Alexandre Padilha (PT/SP)
2193334,camara,2193334,Projeto de Lei,Projeto de Lei,204524,2019-02-27T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1719627,NA,1,camara,Dep. Pinheirinho (PP/MG),Dep. Pinheirinho (PP/MG)
2193334,camara,2230290,Parecer do Relator,Parecer do Relator,121948,2019-11-21T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,NA,1,camara,Dep. Adriano Do Baldy (PP/GO),Dep. Adriano Do Baldy (PP/GO)
2193334,camara,2230291,Substitutivo,Substitutivo,121948,2019-11-21T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,NA,1,camara,Dep. Adriano Do Baldy (PP/GO),Dep. Adriano Do Baldy (PP/GO)
2194820,camara,2194820,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204538,2019-03-20T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1721463,afb2c0b14ca5f287a443e576c1ae25a8,1,camara,Dep. Paulo Bengtson (PTB/PA),Dep. Paulo Bengtson (PTB/PA)
2195320,camara,2195320,Projeto de Lei,Projeto de Lei,204403,2019-03-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1723786,NA,1,camara,Dep. Marlon Santos (PDT/RS),Dep. Marlon Santos (PDT/RS)
2195635,camara,2195635,Projeto de Lei,Projeto de Lei,204439,2019-03-27T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1730482,NA,1,camara,Dep. Dr. Leonardo (SOLIDARIEDADE/MT),Dep. Dr. Leonardo (SOLIDARIEDADE/MT)
2195635,camara,2215266,Requerimento de Urgência (Art. 155 do RICD),Requerimento de Urgência (Art. 155 do RICD),204439,2019-08-14T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1789848,NA,1,camara,Dep. Dr. Leonardo (SOLIDARIEDADE/MT),Dep. Dr. Leonardo (SOLIDARIEDADE/MT)
2195635,camara,2219838,Emenda de Relator,Emenda de Relator,160665,2019-08-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,NA,1,camara,Dep. Augusto Coutinho (SOLIDARIEDADE/PE),Dep. Augusto Coutinho (SOLIDARIEDADE/PE)
2195635,camara,2219839,Parecer do Relator,Parecer do Relator,160665,2019-08-26T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1805893,NA,1,camara,Dep. Augusto Coutinho (SOLIDARIEDADE/PE),Dep. Augusto Coutinho (SOLIDARIEDADE/PE)
2195635,camara,2229761,Parecer do Relator,Parecer do Relator,146307,2019-11-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,NA,1,camara,Dep. Neri Geller (PP/MT),Dep. Neri Geller (PP/MT)
2195635,camara,2229783,Emenda de Relator,Emenda de Relator,146307,2019-11-19T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,NA,1,camara,Dep. Neri Geller (PP/MT),Dep. Neri Geller (PP/MT)
2195635,camara,2233053,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844041,NA,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233054,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844039,NA,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233055,Parecer Proferido em Plenário,Parecer Proferido em Plenário,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844040,NA,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2195635,camara,2233369,Redação Final,Redação Final,178933,2019-12-09T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1844564,NA,1,camara,Dep. Sergio Souza (MDB/PR),Dep. Sergio Souza (MDB/PR)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,73482,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Henrique Fontana (PT/RS),Dep. Henrique Fontana (PT/RS)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,107283,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Gleisi Hoffmann (PT/PR),Dep. Gleisi Hoffmann (PT/PR)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,160535,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Marcon (PT/RS),Dep. Marcon (PT/RS)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204453,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Natália Bonavides (PT/RN),Dep. Natália Bonavides (PT/RN)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,188097,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Merlong Solano (PT/-),Dep. Merlong Solano (PT/-)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,171617,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Paulão (PT/AL),Dep. Paulão (PT/AL)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,160556,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Padre João (PT/MG),Dep. Padre João (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74156,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Leonardo Monteiro (PT/MG),Dep. Leonardo Monteiro (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,159237,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Assis Carvalho (PT/PI),Dep. Assis Carvalho (PT/PI)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74371,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Rubens Otoni (PT/GO),Dep. Rubens Otoni (PT/GO)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,171619,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Margarida Salomão (PT/MG),Dep. Margarida Salomão (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,132504,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Enio Verri (PT/-),Dep. Enio Verri (PT/-)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204428,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Marília Arraes (PT/PE),Dep. Marília Arraes (PT/PE)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,160569,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Waldenor Pereira (PT/BA),Dep. Waldenor Pereira (PT/BA)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74398,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Maria Do Rosário (PT/RS),Dep. Maria Do Rosário (PT/RS)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,73701,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Benedita Da Silva (PT/RJ),Dep. Benedita Da Silva (PT/RJ)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74160,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Patrus Ananias (PT/MG),Dep. Patrus Ananias (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,178986,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Nilto Tatto (PT/SP),Dep. Nilto Tatto (PT/SP)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204467,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Professora Rosa Neide (PT/MT),Dep. Professora Rosa Neide (PT/MT)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,178857,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Jorge Solla (PT/BA),Dep. Jorge Solla (PT/BA)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,73433,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Arlindo Chinaglia (PT/SP),Dep. Arlindo Chinaglia (PT/SP)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,178866,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Luizianne Lins (PT/CE),Dep. Luizianne Lins (PT/CE)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204426,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Carlos Veras (PT/PE),Dep. Carlos Veras (PT/PE)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,160575,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Erika Kokay (PT/DF),Dep. Erika Kokay (PT/DF)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,160592,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Zeca Dirceu (PT/PR),Dep. Zeca Dirceu (PT/PR)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,141470,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. José Guimarães (PT/CE),Dep. José Guimarães (PT/CE)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,178970,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. João Daniel (PT/SE),Dep. João Daniel (PT/SE)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204492,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Paulo Guedes (PT/MG),Dep. Paulo Guedes (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204370,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Célio Moura (PT/TO),Dep. Célio Moura (PT/TO)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,178889,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Zé Carlos (PT/MA),Dep. Zé Carlos (PT/MA)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204555,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. José Ricardo (PT/AM),Dep. José Ricardo (PT/AM)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,204480,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Rogério Correia (PT/MG),Dep. Rogério Correia (PT/MG)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74400,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Paulo Pimenta (PT/RS),Dep. Paulo Pimenta (PT/RS)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,74283,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Vicentinho (PT/SP),Dep. Vicentinho (PT/SP)
2197956,camara,2197956,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,141335,2019-04-12T00:00:00Z,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1732302,6a38b246ad96596e6a94a33eba950454,0.019230769230769232,camara,Dep. Beto Faro (PT/PA),Dep. Beto Faro (PT/PA)
